    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 3.30s
     Running `target/release/tester ../a.out`
75 Candidate: 5, Eval: -885
75 Candidate: 7, Eval: -880
75 Candidate: 9, Eval: -780
75 Candidate: 19, Eval: -685
75 Candidate: 28, Eval: -585
75 Candidate: 36, Eval: -475
75 Candidate: 47, Eval: -385
75 Candidate: 54, Eval: -280
75 Candidate: 63, Eval: -185
75 Candidate: 72, Eval: -80
73 Candidate: 10, Eval: -780
73 Candidate: 20, Eval: -680
73 Candidate: 30, Eval: -585
73 Candidate: 38, Eval: -475
73 Candidate: 50, Eval: -400
73 Candidate: 53, Eval: -385
73 Candidate: 54, Eval: -275
73 Candidate: 66, Eval: -200
73 Candidate: 71, Eval: -185
73 Candidate: 73, Eval: -75
72 Candidate: 10, Eval: -775
72 Candidate: 23, Eval: -700
72 Candidate: 26, Eval: -685
72 Candidate: 30, Eval: -575
72 Candidate: 41, Eval: -500
72 Candidate: 44, Eval: -485
72 Candidate: 50, Eval: -400
72 Candidate: 53, Eval: -385
72 Candidate: 57, Eval: -280
72 Candidate: 66, Eval: -185
72 Candidate: 77, Eval: -85
72 Candidate: 80, Eval: -80
78 Candidate: 10, Eval: -775
78 Candidate: 23, Eval: -700
78 Candidate: 26, Eval: -685
78 Candidate: 32, Eval: -600
78 Candidate: 35, Eval: -580
78 Candidate: 41, Eval: -500
78 Candidate: 43, Eval: -485
78 Candidate: 50, Eval: -400
78 Candidate: 53, Eval: -380
78 Candidate: 57, Eval: -280
78 Candidate: 66, Eval: -185
78 Candidate: 71, Eval: -180
78 Candidate: 77, Eval: -85
78 Candidate: 78, Eval: -80
74 Candidate: 10, Eval: -775
74 Candidate: 23, Eval: -700
74 Candidate: 26, Eval: -685
74 Candidate: 32, Eval: -600
74 Candidate: 35, Eval: -580
74 Candidate: 41, Eval: -500
74 Candidate: 43, Eval: -485
74 Candidate: 50, Eval: -400
74 Candidate: 53, Eval: -380
74 Candidate: 59, Eval: -300
74 Candidate: 62, Eval: -285
74 Candidate: 66, Eval: -180
74 Candidate: 77, Eval: -80
71 Candidate: 10, Eval: -775
71 Candidate: 23, Eval: -700
71 Candidate: 26, Eval: -685
71 Candidate: 32, Eval: -600
71 Candidate: 33, Eval: -585
71 Candidate: 35, Eval: -580
71 Candidate: 41, Eval: -485
71 Candidate: 50, Eval: -400
71 Candidate: 51, Eval: -385
71 Candidate: 52, Eval: -380
71 Candidate: 59, Eval: -300
71 Candidate: 62, Eval: -275
71 Candidate: 68, Eval: -185
71 Candidate: 70, Eval: -180
77 Candidate: 12, Eval: -780
77 Candidate: 23, Eval: -700
77 Candidate: 24, Eval: -685
77 Candidate: 32, Eval: -600
77 Candidate: 35, Eval: -575
77 Candidate: 41, Eval: -485
77 Candidate: 50, Eval: -400
77 Candidate: 52, Eval: -375
77 Candidate: 59, Eval: -285
77 Candidate: 60, Eval: -280
76 Candidate: 40, Eval: -10475
