    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 3.35s
     Running `target/release/tester ../a.out`
78 Candidate: 5, Eval: -885
78 Candidate: 8, Eval: -880
78 Candidate: 9, Eval: -785
78 Candidate: 18, Eval: -685
78 Candidate: 27, Eval: -585
78 Candidate: 36, Eval: -480
78 Candidate: 46, Eval: -385
78 Candidate: 54, Eval: -280
78 Candidate: 63, Eval: -185
78 Candidate: 72, Eval: -80
77 Candidate: 5, Eval: -885
77 Candidate: 8, Eval: -880
77 Candidate: 11, Eval: -785
77 Candidate: 20, Eval: -680
77 Candidate: 30, Eval: -585
77 Candidate: 36, Eval: -475
77 Candidate: 47, Eval: -385
77 Candidate: 54, Eval: -275
77 Candidate: 64, Eval: -180
77 Candidate: 77, Eval: -85
77 Candidate: 80, Eval: -80
75 Candidate: 5, Eval: -885
75 Candidate: 8, Eval: -880
75 Candidate: 11, Eval: -785
75 Candidate: 20, Eval: -680
75 Candidate: 30, Eval: -585
75 Candidate: 36, Eval: -475
75 Candidate: 47, Eval: -385
75 Candidate: 54, Eval: -275
75 Candidate: 64, Eval: -180
75 Candidate: 77, Eval: -85
75 Candidate: 79, Eval: -80
79 Candidate: 5, Eval: -885
79 Candidate: 8, Eval: -880
79 Candidate: 11, Eval: -785
79 Candidate: 20, Eval: -680
79 Candidate: 30, Eval: -585
79 Candidate: 36, Eval: -475
79 Candidate: 47, Eval: -385
79 Candidate: 54, Eval: -275
79 Candidate: 64, Eval: -180
79 Candidate: 77, Eval: -85
79 Candidate: 78, Eval: -80
71 Candidate: 5, Eval: -885
71 Candidate: 8, Eval: -880
71 Candidate: 11, Eval: -780
71 Candidate: 23, Eval: -700
71 Candidate: 25, Eval: -685
71 Candidate: 30, Eval: -580
71 Candidate: 36, Eval: -475
71 Candidate: 48, Eval: -385
71 Candidate: 54, Eval: -275
71 Candidate: 64, Eval: -180
76 Candidate: 5, Eval: -885
76 Candidate: 6, Eval: -880
76 Candidate: 11, Eval: -780
76 Candidate: 17, Eval: -775
76 Candidate: 23, Eval: -700
76 Candidate: 24, Eval: -685
76 Candidate: 30, Eval: -580
76 Candidate: 36, Eval: -475
76 Candidate: 48, Eval: -385
76 Candidate: 55, Eval: -275
76 Candidate: 66, Eval: -180
72 Candidate: 14, Eval: -785
72 Candidate: 15, Eval: -780
72 Candidate: 23, Eval: -700
72 Candidate: 24, Eval: -685
72 Candidate: 32, Eval: -600
72 Candidate: 34, Eval: -585
72 Candidate: 35, Eval: -580
72 Candidate: 41, Eval: -500
72 Candidate: 44, Eval: -480
72 Candidate: 50, Eval: -400
72 Candidate: 52, Eval: -385
72 Candidate: 59, Eval: -285
72 Candidate: 61, Eval: -280
74 Candidate: 32, Eval: -585
74 Candidate: 33, Eval: -580
74 Candidate: 41, Eval: -500
74 Candidate: 44, Eval: -475
74 Candidate: 50, Eval: -400
74 Candidate: 51, Eval: -385
74 Candidate: 59, Eval: -285
74 Candidate: 60, Eval: -280
73 Candidate: 76, Eval: -10075
